lsat,zfygpa,DOB_yr,zgpa,fulltime,fam_inc,age,sex,parttime,Dropout,pass_bar,tier,gpa,admission
34.5,0.21,67.0,0.0,1.0,3.0,-65.0,0,0.0,0,1.0,4.0,0,0
41.0,-0.57,64.0,-0.42,1.0,4.0,-57.0,0,0.0,0,1.0,4.0,0,0
41.0,0.8,60.0,0.87,1.0,3.0,-53.0,1,0.0,0,1.0,5.0,1,1
38.0,0.58,60.0,0.65,1.0,2.0,-53.0,0,0.0,0,1.0,3.0,1,0
35.0,-0.42,69.0,-0.82,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,1,0
35.0,-0.58,63.0,0.14,1.0,4.0,-56.0,1,0.0,0,1.0,5.0,0,1
32.0,1.43,68.0,0.43,1.0,5.0,-61.0,0,0.0,0,1.0,3.0,1,0
40.0,1.02,65.0,1.24,1.0,3.0,-58.0,1,0.0,0,1.0,5.0,0,1
30.5,-0.1,68.0,-0.86,1.0,3.0,-61.0,0,0.0,0,1.0,2.0,0,0
35.0,0.14,68.0,-0.68,1.0,3.0,-61.0,1,0.0,0,1.0,1.0,0,0
39.0,-0.14,68.0,-1.01,1.0,4.0,-61.0,0,0.0,0,1.0,5.0,0,0
33.0,2.52,55.0,2.54,2.0,4.0,-53.0,1,1.0,0,1.0,2.0,1,0
34.5,-0.41,69.0,-0.14,1.0,4.0,-67.0,1,0.0,0,1.0,3.0,0,0
41.0,-0.12,67.0,-0.01,1.0,4.0,-60.0,1,0.0,0,1.0,5.0,1,1
44.0,1.05,66.0,0.86,1.0,4.0,-59.0,0,0.0,0,1.0,5.0,0,0
41.0,1.65,66.0,1.22,1.0,4.0,-59.0,1,0.0,0,1.0,4.0,1,0
42.0,-0.42,69.0,0.16,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,1,0
41.0,1.34,55.0,0.92,1.0,1.0,-48.0,0,0.0,0,1.0,2.0,0,0
41.0,1.15,66.0,0.51,1.0,3.0,-59.0,0,0.0,0,1.0,3.0,0,0
43.0,1.93,69.0,2.3,1.0,5.0,-62.0,0,0.0,0,1.0,3.0,0,0
38.0,-0.4,68.0,-1.11,1.0,3.0,-61.0,0,0.0,0,0.0,4.0,0,0
35.0,-0.07,69.0,-0.58,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,0,0
31.0,-0.1,67.0,-1.05,1.0,4.0,-60.0,0,0.0,0,1.0,3.0,0,0
40.0,-0.18,66.0,-1.02,1.0,3.0,-59.0,1,0.0,0,1.0,4.0,0,0
39.0,0.0,68.0,0.91,2.0,4.0,-61.0,1,1.0,0,1.0,3.0,0,0
48.0,0.27,63.0,-0.1,1.0,3.0,-56.0,1,0.0,0,1.0,6.0,0,1
39.0,-1.06,63.0,-0.74,1.0,3.0,-56.0,0,0.0,0,1.0,5.0,1,0
42.0,0.83,66.0,0.72,1.0,3.0,-59.0,1,0.0,0,1.0,4.0,1,0
27.0,-1.68,68.0,-1.95,1.0,2.0,-61.0,0,0.0,0,1.0,3.0,0,0
31.0,-1.24,69.0,-1.42,1.0,3.0,-62.0,1,0.0,0,1.0,5.0,0,0
40.0,0.4,69.0,0.3,1.0,3.0,-62.0,0,0.0,0,1.0,4.0,1,0
35.0,0.43,68.0,0.75,1.0,3.0,-61.0,0,0.0,0,1.0,3.0,0,0
40.0,-1.25,69.0,-2.08,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,1,0
38.0,-0.32,69.0,-0.5,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,1,0
32.0,0.54,69.0,0.02,1.0,2.0,-62.0,0,0.0,0,1.0,3.0,0,0
37.0,-1.07,69.0,-1.71,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,0,0
36.0,-0.68,64.0,-1.38,1.0,5.0,-57.0,0,0.0,0,1.0,4.0,0,0
41.0,-0.51,49.0,-0.39,1.0,1.0,-42.0,1,0.0,0,1.0,5.0,1,1
34.5,-1.26,67.0,-0.91,1.0,3.0,-60.0,1,0.0,0,1.0,4.0,1,0
33.0,0.76,70.0,0.61,1.0,3.0,-63.0,0,0.0,0,1.0,3.0,0,0
26.0,0.72,69.0,0.7,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,1,0
36.0,-1.12,68.0,-1.34,1.0,4.0,-61.0,0,0.0,0,1.0,3.0,1,0
32.5,-0.6,69.0,-0.96,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,0,0
30.7,-0.87,67.0,-0.62,1.0,4.0,-60.0,1,0.0,0,1.0,3.0,0,0
36.3,-1.22,66.0,-1.6,1.0,4.0,-59.0,0,0.0,0,0.0,3.0,0,0
38.0,0.18,68.0,0.24,1.0,3.0,-61.0,0,0.0,0,1.0,3.0,0,0
39.0,-0.72,63.0,-0.93,1.0,4.0,-56.0,0,0.0,0,1.0,5.0,1,0
45.0,-0.3,70.0,-0.39,1.0,4.0,-63.0,1,0.0,0,1.0,4.0,0,0
32.0,0.04,69.0,0.22,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,0,0
44.0,-0.58,66.0,-0.14,1.0,4.0,-59.0,1,0.0,0,1.0,6.0,1,1
30.0,-0.32,48.0,-0.73,1.0,3.0,-41.0,1,0.0,0,1.0,4.0,1,0
35.0,-1.04,68.0,-1.07,1.0,3.0,-61.0,1,0.0,0,1.0,2.0,0,0
32.0,0.14,66.0,-0.87,1.0,3.0,-59.0,1,0.0,0,1.0,4.0,1,0
39.0,0.32,61.0,0.67,1.0,3.0,-54.0,1,0.0,0,1.0,5.0,0,1
33.0,0.21,65.0,0.27,1.0,4.0,-58.0,0,0.0,0,1.0,3.0,0,0
43.0,-0.07,69.0,0.1,1.0,3.0,-62.0,0,0.0,0,1.0,6.0,1,1
43.0,0.64,68.0,0.65,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,0,0
36.0,-0.17,64.0,-0.07,1.0,3.0,-57.0,0,0.0,0,1.0,3.0,0,0
45.0,-0.03,67.0,-0.55,1.0,1.0,-60.0,0,0.0,0,0.0,3.0,0,0
39.0,2.27,65.0,2.36,1.0,2.0,-63.0,0,0.0,0,1.0,3.0,0,0
26.0,-2.05,63.0,-1.39,2.0,3.0,-56.0,0,1.0,0,1.0,3.0,0,0
47.0,0.78,68.0,0.0,1.0,4.0,-61.0,1,0.0,0,1.0,5.0,0,0
47.0,0.9,69.0,0.47,1.0,4.0,-62.0,0,0.0,0,1.0,6.0,1,1
31.0,0.23,69.0,0.61,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,0,0
41.0,-0.08,66.0,-0.61,2.0,4.0,-59.0,0,1.0,0,1.0,6.0,0,0
41.0,0.97,68.0,0.39,1.0,4.0,-61.0,0,0.0,0,1.0,5.0,0,0
47.0,1.1,61.0,0.62,1.0,3.0,-54.0,1,0.0,0,1.0,6.0,0,1
42.0,-0.25,67.0,-0.59,1.0,5.0,-65.0,1,0.0,0,1.0,5.0,0,0
45.0,1.03,66.0,1.08,1.0,4.0,-59.0,0,0.0,0,1.0,4.0,0,0
44.0,0.03,69.0,0.1,1.0,2.0,-62.0,0,0.0,0,1.0,5.0,1,0
46.0,1.07,61.0,1.25,1.0,3.0,-54.0,1,0.0,0,1.0,5.0,1,1
32.0,-0.27,69.0,-0.11,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,0,0
41.0,-0.75,69.0,-1.03,1.0,3.0,-62.0,0,0.0,0,1.0,5.0,0,0
36.0,1.41,69.0,1.96,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,0,0
37.0,-1.21,69.0,-1.08,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,0,0
42.0,2.36,61.0,2.74,1.0,4.0,-54.0,0,0.0,0,1.0,3.0,0,0
41.0,0.12,61.0,-0.4,1.0,3.0,-54.0,0,0.0,0,1.0,4.0,1,0
42.0,0.78,66.0,0.72,1.0,3.0,-64.0,0,0.0,0,1.0,4.0,0,0
34.0,-0.73,69.0,-1.05,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,1,0
36.0,-0.55,65.0,-0.31,1.0,3.0,-58.0,1,0.0,0,1.0,5.0,0,1
33.0,0.31,51.0,1.57,1.0,3.0,-49.0,0,0.0,0,1.0,3.0,0,0
34.0,0.78,68.0,1.24,1.0,4.0,-61.0,0,0.0,0,1.0,5.0,1,1
41.0,1.14,69.0,1.3,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,1,1
33.0,-1.43,54.0,-1.35,1.0,3.0,-52.0,0,0.0,0,1.0,5.0,1,0
29.0,-0.42,52.0,-0.1,2.0,3.0,-45.0,1,1.0,0,1.0,4.0,0,0
29.5,1.21,66.0,0.71,1.0,3.0,-64.0,0,0.0,0,1.0,3.0,0,0
36.0,-0.5,65.0,-0.64,1.0,4.0,-58.0,1,0.0,0,1.0,5.0,1,0
45.0,0.56,68.0,0.31,1.0,4.0,-61.0,1,0.0,0,1.0,3.0,0,0
36.0,-0.68,65.0,-1.27,1.0,3.0,-63.0,0,0.0,0,1.0,3.0,0,0
39.0,-1.29,69.0,-0.27,2.0,3.0,-67.0,0,1.0,0,1.0,5.0,0,0
32.5,0.28,68.0,-0.06,1.0,2.0,-61.0,0,0.0,0,1.0,3.0,0,0
40.0,0.28,68.0,0.09,1.0,4.0,-66.0,1,0.0,0,1.0,3.0,0,0
36.0,-0.01,64.0,-0.34,1.0,3.0,-57.0,0,0.0,0,1.0,5.0,0,0
36.0,2.09,59.0,2.14,1.0,3.0,-57.0,1,0.0,0,1.0,3.0,1,0
32.0,0.39,69.0,-0.77,1.0,3.0,-62.0,1,0.0,0,1.0,3.0,0,0
32.0,0.05,60.0,-0.79,1.0,3.0,-53.0,0,0.0,0,1.0,3.0,0,0
30.0,0.96,69.0,0.68,1.0,4.0,-62.0,0,0.0,0,1.0,2.0,0,0
38.0,-0.91,69.0,-0.37,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,0,0
40.0,0.35,68.0,0.43,1.0,3.0,-61.0,0,0.0,0,1.0,5.0,1,0
35.0,-1.04,68.0,-0.66,1.0,4.0,-61.0,0,0.0,0,0.0,2.0,0,0
31.0,-0.04,67.0,-0.24,1.0,3.0,-60.0,0,0.0,0,1.0,3.0,0,0
20.5,-1.38,68.0,-1.91,1.0,3.0,-61.0,1,0.0,0,1.0,3.0,0,0
43.0,-0.18,68.0,-0.78,1.0,3.0,-61.0,0,0.0,0,1.0,4.0,0,0
36.0,-0.35,67.0,-0.46,1.0,1.0,-60.0,0,0.0,0,1.0,3.0,0,0
42.0,-0.22,64.0,-0.2,1.0,5.0,-57.0,0,0.0,0,1.0,6.0,0,0
48.0,1.69,68.0,1.24,1.0,2.0,-61.0,0,0.0,0,1.0,6.0,0,1
40.0,-0.99,69.0,-1.14,1.0,4.0,-62.0,1,0.0,0,1.0,6.0,0,1
32.0,0.37,69.0,0.19,1.0,2.0,-67.0,0,0.0,0,1.0,4.0,1,0
40.0,0.67,70.0,0.4,1.0,4.0,-63.0,0,0.0,0,1.0,4.0,1,0
44.0,0.24,68.0,0.59,1.0,3.0,-61.0,0,0.0,0,1.0,6.0,1,1
37.0,-0.69,69.0,-1.33,1.0,3.0,-62.0,0,0.0,0,1.0,5.0,0,0
39.0,-0.23,69.0,0.63,1.0,2.0,-62.0,0,0.0,0,1.0,3.0,0,0
38.0,0.36,54.0,0.37,1.0,2.0,-47.0,1,0.0,0,1.0,4.0,0,0
32.0,2.15,69.0,0.0,1.0,3.0,-62.0,0,0.0,0,1.0,4.0,1,0
32.5,0.34,69.0,0.26,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,0,0
42.0,-0.96,69.0,-0.35,1.0,4.0,-62.0,1,0.0,0,1.0,5.0,1,0
43.0,0.8,66.0,0.31,1.0,5.0,-59.0,0,0.0,0,1.0,3.0,0,0
40.0,1.91,67.0,0.35,1.0,3.0,-60.0,0,0.0,0,1.0,5.0,0,0
40.0,0.24,62.0,1.54,1.0,2.0,-55.0,0,0.0,0,1.0,1.0,1,0
39.0,-1.07,69.0,-1.25,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,0,0
34.0,-0.76,68.0,-1.13,1.0,3.0,-61.0,0,0.0,0,1.0,3.0,0,0
35.0,-0.05,68.0,0.42,1.0,2.0,-61.0,0,0.0,0,1.0,5.0,0,1
32.0,-0.91,68.0,-1.31,1.0,2.0,-66.0,0,0.0,0,0.0,1.0,0,0
36.5,1.02,64.0,0.52,1.0,4.0,-57.0,0,0.0,0,1.0,4.0,0,0
40.0,1.46,68.0,1.65,1.0,4.0,-66.0,1,0.0,0,1.0,3.0,0,0
39.0,0.74,66.0,0.44,1.0,4.0,-59.0,0,0.0,0,1.0,3.0,0,0
45.0,0.6,69.0,0.9,1.0,4.0,-62.0,1,0.0,0,1.0,5.0,1,1
26.0,-2.02,68.0,-1.46,2.0,3.0,-61.0,1,1.0,0,1.0,4.0,0,0
31.0,1.16,68.0,1.05,1.0,4.0,-61.0,1,0.0,0,1.0,2.0,0,0
32.0,1.62,68.0,2.04,1.0,3.0,-61.0,0,0.0,0,1.0,4.0,1,1
34.0,-0.39,62.0,0.28,1.0,3.0,-55.0,0,0.0,0,1.0,3.0,0,0
37.0,0.33,68.0,0.32,1.0,3.0,-61.0,0,0.0,0,1.0,4.0,0,0
38.0,0.68,67.0,-0.23,1.0,4.0,-60.0,0,0.0,0,1.0,3.0,0,0
41.0,-0.19,69.0,0.05,1.0,4.0,-63.0,0,0.0,0,1.0,4.0,0,0
39.0,-1.43,69.0,-1.46,1.0,3.0,-62.0,0,0.0,0,1.0,4.0,1,0
21.0,-1.72,67.0,-1.74,1.0,2.0,-65.0,0,0.0,0,0.0,4.0,0,0
36.0,0.71,67.0,0.53,1.0,3.0,-60.0,0,0.0,0,1.0,4.0,0,0
37.0,0.75,64.0,0.5,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,0,0
40.0,1.32,69.0,1.48,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,1,0
43.0,-2.84,68.0,-1.53,1.0,3.0,-61.0,1,0.0,0,1.0,5.0,0,0
42.0,0.08,68.0,0.18,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,0,0
36.0,-1.09,68.0,-1.22,1.0,3.0,-61.0,1,0.0,0,1.0,4.0,1,0
36.0,0.86,70.0,1.37,1.0,3.0,-68.0,0,0.0,0,1.0,3.0,0,0
32.0,0.08,68.0,0.9,1.0,3.0,-61.0,1,0.0,0,1.0,3.0,0,0
35.0,-1.28,51.0,-0.39,1.0,1.0,-44.0,0,0.0,0,1.0,3.0,0,0
26.0,0.28,57.0,-0.27,1.0,1.0,-55.0,0,0.0,0,1.0,1.0,0,0
33.0,0.11,68.0,-0.72,1.0,3.0,-61.0,0,0.0,0,1.0,3.0,0,0
42.0,-0.35,62.0,0.4,1.0,2.0,-55.0,1,0.0,0,1.0,1.0,0,0
38.0,0.38,68.0,0.89,1.0,2.0,-61.0,0,0.0,0,1.0,2.0,0,0
35.0,0.43,69.0,0.58,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,1,0
34.0,0.79,67.0,0.8,1.0,4.0,-60.0,0,0.0,0,1.0,3.0,1,0
40.0,2.24,53.0,2.95,1.0,2.0,-46.0,1,0.0,0,1.0,3.0,0,1
33.0,-0.17,69.0,0.5,1.0,3.0,-62.0,1,0.0,0,1.0,3.0,0,0
44.0,-1.98,69.0,-2.04,1.0,3.0,-67.0,0,0.0,0,1.0,4.0,1,0
33.0,-0.58,66.0,0.08,1.0,3.0,-59.0,1,0.0,0,0.0,1.0,0,0
32.0,-0.49,69.0,-1.11,1.0,4.0,-62.0,1,0.0,0,0.0,3.0,0,0
32.0,1.64,69.0,1.77,1.0,3.0,-62.0,1,0.0,0,1.0,3.0,0,0
48.0,0.26,69.0,0.29,1.0,5.0,-62.0,1,0.0,0,1.0,6.0,1,1
39.0,-0.52,68.0,-1.34,1.0,2.0,-66.0,1,0.0,0,0.0,2.0,0,0
42.0,0.5,65.0,0.25,1.0,4.0,-58.0,1,0.0,0,1.0,3.0,1,0
35.0,0.76,64.0,0.94,1.0,4.0,-57.0,1,0.0,0,1.0,3.0,0,0
43.0,0.49,69.0,0.54,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,1,0
30.0,-1.14,57.0,-0.82,2.0,2.0,-50.0,1,1.0,0,1.0,4.0,0,0
47.0,-1.12,69.0,-0.85,1.0,4.0,-62.0,0,0.0,0,1.0,6.0,1,0
40.0,2.26,70.0,0.0,1.0,3.0,-63.0,1,0.0,0,1.0,6.0,1,1
35.0,-0.15,69.0,-0.15,1.0,3.0,-62.0,1,0.0,0,1.0,5.0,0,1
45.0,0.78,69.0,0.54,1.0,5.0,-62.0,0,0.0,0,1.0,4.0,0,0
48.0,0.8,62.0,0.72,2.0,4.0,-55.0,1,1.0,0,1.0,4.0,0,0
32.5,0.23,69.0,0.44,1.0,3.0,-62.0,0,0.0,0,1.0,5.0,1,1
38.0,0.45,69.0,0.73,1.0,3.0,-63.0,0,0.0,0,1.0,4.0,1,0
48.0,1.3,70.0,1.3,1.0,4.0,-63.0,0,0.0,0,1.0,4.0,1,0
38.0,-0.4,49.0,-0.02,1.0,3.0,-42.0,1,0.0,0,1.0,4.0,0,0
47.0,1.92,62.0,1.68,1.0,3.0,-55.0,0,0.0,0,1.0,5.0,0,1
29.0,-0.12,39.0,-0.23,1.0,2.0,-37.0,1,0.0,0,1.0,2.0,0,0
42.0,0.72,66.0,0.35,1.0,4.0,-64.0,0,0.0,0,1.0,4.0,0,0
40.0,-0.25,69.0,0.09,1.0,3.0,-62.0,0,0.0,0,1.0,6.0,1,1
37.0,-0.54,62.0,-1.31,1.0,3.0,-55.0,1,0.0,0,1.0,4.0,0,0
33.0,0.7,69.0,0.05,1.0,3.0,-62.0,1,0.0,0,1.0,4.0,0,0
43.0,-1.05,68.0,-0.52,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,0,0
37.0,-0.51,53.0,-0.41,1.0,4.0,-46.0,1,0.0,0,1.0,3.0,0,0
38.0,0.49,69.0,0.06,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,0,0
36.0,-0.15,70.0,0.23,1.0,3.0,-63.0,1,0.0,0,1.0,4.0,1,0
30.5,0.78,69.0,0.24,1.0,3.0,-67.0,1,0.0,0,1.0,4.0,1,0
33.0,0.62,60.0,0.58,1.0,3.0,-53.0,0,0.0,0,1.0,3.0,0,0
40.0,1.13,68.0,1.17,1.0,3.0,-61.0,1,0.0,0,1.0,3.0,0,0
31.0,1.64,64.0,2.13,1.0,3.0,-57.0,1,0.0,0,1.0,3.0,0,1
39.0,1.14,42.0,1.41,1.0,2.0,-35.0,1,0.0,0,1.0,4.0,1,1
35.5,2.29,65.0,2.24,1.0,4.0,-58.0,0,0.0,0,1.0,3.0,0,0
32.5,1.02,68.0,0.77,1.0,5.0,-66.0,1,0.0,0,1.0,3.0,0,0
33.0,-0.02,69.0,0.01,1.0,5.0,-62.0,0,0.0,0,1.0,3.0,0,0
35.0,-1.36,61.0,-1.12,1.0,3.0,-54.0,1,0.0,0,1.0,5.0,1,0
39.0,0.44,69.0,0.28,1.0,2.0,-62.0,0,0.0,0,1.0,4.0,1,0
35.0,0.14,68.0,0.07,1.0,3.0,-61.0,1,0.0,0,1.0,4.0,0,0
42.0,-0.02,54.0,0.14,1.0,2.0,-47.0,1,0.0,0,1.0,4.0,1,0
36.5,1.15,67.0,1.05,1.0,4.0,-60.0,0,0.0,0,1.0,3.0,0,0
24.0,-0.81,66.0,-0.62,1.0,1.0,-59.0,1,0.0,0,1.0,1.0,0,0
32.0,-1.78,68.0,-1.73,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,0,0
32.0,-0.39,68.0,-1.37,1.0,4.0,-61.0,1,0.0,0,1.0,2.0,0,0
33.0,2.79,58.0,0.46,1.0,1.0,-51.0,1,0.0,0,1.0,4.0,0,0
27.0,-1.36,68.0,-2.11,1.0,3.0,-66.0,1,0.0,0,0.0,4.0,0,0
39.0,0.97,67.0,1.15,1.0,4.0,-60.0,1,0.0,0,1.0,5.0,1,1
32.0,0.28,66.0,-0.39,1.0,2.0,-59.0,0,0.0,0,1.0,2.0,0,0
33.0,-1.28,62.0,-1.07,1.0,4.0,-55.0,0,0.0,0,0.0,5.0,0,0
43.0,-0.11,68.0,0.16,1.0,4.0,-61.0,1,0.0,0,1.0,4.0,0,0
38.0,1.26,66.0,1.48,1.0,4.0,-59.0,0,0.0,0,1.0,3.0,0,0
35.0,2.05,58.0,1.71,2.0,5.0,-51.0,1,1.0,0,1.0,5.0,0,1
31.0,-0.94,58.0,-1.1,1.0,4.0,-56.0,1,0.0,0,1.0,3.0,0,0
32.0,0.36,67.0,0.9,1.0,4.0,-60.0,1,0.0,0,1.0,3.0,1,0
28.0,-1.32,68.0,-0.89,1.0,5.0,-61.0,0,0.0,0,1.0,3.0,0,0
43.0,0.05,69.0,-0.62,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,0,0
38.0,0.67,64.0,1.22,1.0,4.0,-57.0,0,0.0,0,1.0,3.0,0,0
37.0,0.11,67.0,-0.5,1.0,4.0,-60.0,1,0.0,0,1.0,3.0,0,0
33.0,0.81,69.0,0.66,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,1,0
37.0,1.4,66.0,1.65,1.0,3.0,-59.0,0,0.0,0,1.0,3.0,0,0
34.5,-0.58,63.0,-1.09,1.0,4.0,-56.0,1,0.0,0,1.0,3.0,0,0
35.0,0.11,69.0,-0.16,1.0,5.0,-62.0,0,0.0,0,1.0,3.0,0,0
42.0,0.44,63.0,0.01,1.0,4.0,-56.0,0,0.0,0,1.0,4.0,1,0
46.0,1.02,67.0,0.88,1.0,4.0,-60.0,0,0.0,0,1.0,6.0,1,1
38.0,-1.09,68.0,-0.68,1.0,3.0,-61.0,1,0.0,0,1.0,4.0,1,0
28.0,-0.86,69.0,-1.05,1.0,3.0,-62.0,0,0.0,0,1.0,2.0,1,0
30.0,-0.76,66.0,-1.84,2.0,3.0,-64.0,1,1.0,0,1.0,3.0,0,0
48.0,1.13,61.0,1.95,1.0,3.0,-54.0,0,0.0,0,1.0,4.0,0,1
34.0,-2.51,67.0,-1.5,1.0,4.0,-60.0,0,0.0,0,1.0,2.0,0,0
40.0,0.88,69.0,1.15,1.0,4.0,-67.0,1,0.0,0,1.0,4.0,1,0
35.0,-0.85,67.0,-0.12,1.0,4.0,-60.0,0,0.0,0,1.0,5.0,1,0
44.0,1.86,63.0,2.58,1.0,3.0,-56.0,0,0.0,0,1.0,5.0,0,1
44.0,0.66,69.0,-0.63,1.0,3.0,-62.0,1,0.0,0,1.0,5.0,0,0
29.0,-1.32,68.0,-0.88,1.0,3.0,-61.0,0,0.0,0,1.0,2.0,0,0
33.0,0.34,54.0,0.41,1.0,2.0,-47.0,0,0.0,0,1.0,4.0,0,0
40.0,1.47,65.0,0.88,1.0,4.0,-58.0,0,0.0,0,1.0,4.0,0,0
39.0,-0.91,69.0,-0.79,1.0,4.0,-62.0,1,0.0,0,1.0,6.0,1,1
29.0,-1.44,68.0,0.43,1.0,3.0,-61.0,0,0.0,0,1.0,2.0,0,0
33.0,-0.15,68.0,-0.29,1.0,3.0,-61.0,1,0.0,0,1.0,3.0,0,0
38.0,0.25,68.0,0.36,1.0,5.0,-61.0,0,0.0,0,1.0,4.0,1,0
20.0,-0.8,61.0,-1.39,1.0,3.0,-59.0,1,0.0,0,0.0,3.0,0,0
29.5,0.31,64.0,0.03,1.0,4.0,-57.0,1,0.0,0,1.0,3.0,0,0
32.0,0.75,68.0,0.56,1.0,4.0,-61.0,1,0.0,0,1.0,3.0,0,0
41.0,-0.49,63.0,-1.06,1.0,4.0,-56.0,0,0.0,0,1.0,5.0,0,0
35.0,-0.55,68.0,-1.06,1.0,3.0,-66.0,0,0.0,0,0.0,4.0,1,0
43.0,0.7,66.0,1.02,1.0,4.0,-59.0,1,0.0,0,1.0,5.0,1,1
28.0,-1.66,68.0,-1.88,1.0,3.0,-61.0,0,0.0,0,1.0,4.0,0,0
42.5,-1.25,68.0,-1.72,1.0,2.0,-61.0,0,0.0,0,1.0,5.0,0,0
47.0,1.92,69.0,1.46,1.0,2.0,-62.0,0,0.0,0,1.0,5.0,0,1
47.0,-0.85,67.0,-1.27,1.0,3.0,-60.0,0,0.0,0,1.0,6.0,0,0
42.0,-0.52,68.0,-0.6,1.0,4.0,-61.0,0,0.0,0,1.0,5.0,1,0
41.0,-0.46,68.0,0.14,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,0,0
41.0,-0.24,65.0,-0.25,1.0,4.0,-58.0,0,0.0,0,1.0,5.0,0,0
39.0,0.78,67.0,0.55,1.0,3.0,-60.0,1,0.0,0,1.0,5.0,0,1
36.0,0.05,60.0,-0.33,1.0,3.0,-53.0,0,0.0,0,1.0,2.0,0,0
38.0,1.8,69.0,1.39,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,1,0
36.0,-0.96,69.0,-1.25,1.0,4.0,-62.0,0,0.0,0,1.0,2.0,0,0
42.0,0.54,64.0,0.38,1.0,2.0,-57.0,0,0.0,0,1.0,5.0,1,1
40.0,-0.08,64.0,-0.08,1.0,4.0,-57.0,1,0.0,0,1.0,5.0,0,0
39.0,0.5,69.0,0.35,1.0,3.0,-67.0,1,0.0,0,1.0,3.0,1,0
35.5,0.81,69.0,0.43,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,1,0
48.0,-0.06,70.0,-0.29,1.0,4.0,-63.0,0,0.0,0,1.0,5.0,0,0
33.0,-1.02,59.0,-1.3,2.0,3.0,-57.0,1,1.0,0,1.0,3.0,0,0
36.0,-1.03,64.0,-0.54,1.0,3.0,-57.0,0,0.0,0,1.0,3.0,0,0
42.0,0.62,66.0,0.47,1.0,2.0,-59.0,1,0.0,0,1.0,4.0,1,0
41.0,1.25,68.0,0.57,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,0,0
41.0,0.67,69.0,1.07,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,1,0
32.0,-0.32,69.0,-0.26,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,0,0
